Symbol,Description,OrderID,Quantity,Action,Exchange,Side,Price,News
CHKP,Check Point Software Technologies Ltd,1121,763000,M,1,B,99.58,0
CHTR,Charter Communications Inc,1222,159000,M,1,S,321.96,0
CMCSA,Comcast Corp,2223,818000,M,2,S,75.86,50
COST,Costco Wholesale Corp,3124,255000,M,3,B,161.99,0
CSCO,Cisco Systems Inc,3225,811000,M,3,S,30.73,0
CSX,CSX Corp,3126,763000,M,3,B,38.42,0
CTRP,Ctrip.Com International Ltd,1227,613000,M,1,S,43.06,50
CTSH,Cognizant Technology Solutions Corp,2228,398000,M,2,S,52.64,100
CTXS,Citrix Systems Inc,2129,795000,M,2,B,71.23,0
DISCA,Discovery Communications Inc,1130,938000,M,1,B,28.14,0
DISCK,Discovery Communications Inc,1131,589000,M,1,B,27.44,0
DISH,DISH Network Corp,2232,869000,M,2,S,61.5,0
DLTR,Dollar Tree Inc,1233,861000,M,1,S,76.57,0
EA,Electronic Arts,2234,591000,M,2,S,86.06,0
EBAY,eBay Inc,3135,526000,M,3,B,32.06,100
ESRX,Express Scripts Holding Co,2236,238000,M,2,S,69.14,0
EXPE,Expedia Inc,2137,819000,M,2,B,120.91,0
FAST,Fastenal Co,1138,877000,M,1,B,49.69,0
FB,Facebook,1239,261000,M,1,S,133.39,0
FISV,Fiserv Inc,2140,933000,M,2,B,99.39,0
FOX,21st Century Fox Class B,3141,623000,M,3,B,31.47,0
FOXA,21st Century Fox Class A,1242,226000,M,1,S,31.89,0
GILD,Gilead Sciences Inc,3143,583000,M,3,B,72.76,0
GOOG,Alphabet Class C,1244,991000,M,1,S,789.8,100
GOOGL,Alphabet Class A,2245,521000,M,2,S,815.4,0
HSIC,Henry Schein Inc,3146,359000,M,3,B,159.87,0
ILMN,Illumina Inc,3247,807000,M,3,S,162.09,0
INCY,Incyte Corp,2248,941000,M,2,S,129.43,0
INTC,Intel Corp,1249,852000,M,1,S,31.42,0
INTU,Intuit Inc,1150,796000,M,1,B,121.16,0
ISRG,Intuitive Surgical Inc,3151,348000,M,3,B,697.08,50
AAL,American Airlines Group Inc,3101,133000,M,3,B,44.04,0
AAPL,Apple Inc,3102,864000,M,3,B,129.04,0
ADBE,Adobe Systems Inc,2203,978000,M,2,S,113.58,0
ADI,Analog Devices Inc,3104,303000,M,3,B,76.35,0
ADP,Automatic Data Processing Inc,3105,805000,M,3,B,95.24,0
ADSK,Autodesk Inc,2106,435000,M,2,B,81.13,0
AKAM,Akamai Technologies Inc,3207,537000,M,3,S,69.1,50
ALXN,Alexion Pharmaceuticals Inc,2208,394000,M,2,S,132.32,0
AMAT,Applied Materials Inc,1209,874000,M,1,S,35.28,0
AMGN,Amgen Inc,3110,409000,M,3,B,160.59,100
AMZN,Amazon.com Inc,3111,950000,M,3,B,832.17,50
ATVI,Activision Blizzard Inc,1212,450000,M,1,S,36.17,0
AVGO,Broadcom Ltd,2113,801000,M,2,B,208.57,0
BBBY,Bed Bath & Beyond Inc,2214,930000,M,2,S,39.95,0
BIDU,Baidu Inc,2115,563000,M,2,B,173.77,0
BIIB,Biogen Inc,3116,201000,M,3,B,281.96,100
BMRN,Biomarin Pharmaceutical Inc,2117,510000,M,2,B,88.76,0
CA,CA Inc,1118,965000,M,1,B,31.14,0
CELG,Celgene Corp,3119,511000,M,3,B,117.36,0
CERN,Cerner Corp,3120,495000,M,3,B,53.96,0
CHKP,Check Point Software Technologies Ltd,1121,245000,M,1,B,98.08,0
CHTR,Charter Communications Inc,1222,181000,M,1,S,327.01,0
CMCSA,Comcast Corp,3223,741000,M,3,S,78.95,0
COST,Costco Wholesale Corp,3124,661000,M,3,B,161.97,50
CSCO,Cisco Systems Inc,2225,785000,M,2,S,30.6,100
CSX,CSX Corp,2126,208000,M,2,B,47.39,100
CTRP,Ctrip.Com International Ltd,1127,568000,M,1,B,47.9,0
CTSH,Cognizant Technology Solutions Corp,1228,138000,M,1,S,45.77,50
CTXS,Citrix Systems Inc,1129,821000,M,1,B,71.24,0
DISCA,Discovery Communications Inc,3130,687000,M,3,B,28.1,0
DISCK,Discovery Communications Inc,1231,536000,M,1,S,27.56,50
DISH,DISH Network Corp,2132,143000,M,2,B,61.27,0
DLTR,Dollar Tree Inc,2233,175000,M,2,S,76.7,0
EA,Electronic Arts,2134,332000,M,2,B,83.03,50
EBAY,eBay Inc,1135,203000,M,1,B,24.05,0
ESRX,Express Scripts Holding Co,2236,767000,M,2,S,69.29,100
EXPE,Expedia Inc,3137,734000,M,3,B,120.94,50
FAST,Fastenal Co,2238,415000,M,2,S,49.76,0
FB,Facebook,2139,125000,M,2,B,133.35,0
FISV,Fiserv Inc,2140,742000,M,2,B,105.37,0
FOX,21st Century Fox Class B,2141,395000,M,2,B,31.44,0
FOXA,21st Century Fox Class A,1242,852000,M,1,S,31.8,0
GILD,Gilead Sciences Inc,2143,946000,M,2,B,72.77,0
GOOG,Alphabet Class C,3144,475000,M,3,B,789.74,0
GOOGL,Alphabet Class A,2245,897000,M,2,S,815.36,0
HSIC,Henry Schein Inc,1246,614000,M,1,S,159.96,0
ILMN,Illumina Inc,1247,220000,M,1,S,162.08,0
INCY,Incyte Corp,1248,992000,M,1,S,124.45,0
INTC,Intel Corp,3149,207000,M,3,B,36.34,0
INTU,Intuit Inc,2150,985000,M,2,B,117.63,0
ISRG,Intuitive Surgical Inc,1151,472000,M,1,B,695.56,0
AAL,American Airlines Group Inc,1201,954000,M,1,S,44.26,0
AAPL,Apple Inc,3202,990000,M,3,S,129.28,100
ADBE,Adobe Systems Inc,2103,110000,M,2,B,113.52,50
ADI,Analog Devices Inc,1204,773000,M,1,S,76.42,0
ADP,Automatic Data Processing Inc,3205,498000,M,3,S,95.44,100
ADSK,Autodesk Inc,2106,124000,M,2,B,81.16,50
AKAM,Akamai Technologies Inc,3207,311000,M,3,S,72.01,0
ALXN,Alexion Pharmaceuticals Inc,3108,837000,M,3,B,132.2,0
AMAT,Applied Materials Inc,3209,407000,M,3,S,35.09,100
AMGN,Amgen Inc,1110,206000,M,1,B,160.59,100
AMZN,Amazon.com Inc,2111,508000,M,2,B,829.21,0
ATVI,Activision Blizzard Inc,3212,542000,M,3,S,40.64,0
AVGO,Broadcom Ltd,1113,381000,M,1,B,203.62,50
BBBY,Bed Bath & Beyond Inc,2214,992000,M,2,S,39.94,50
BIDU,Baidu Inc,2215,370000,M,2,S,173.89,0
BIIB,Biogen Inc,3116,815000,M,3,B,288.96,0
BMRN,Biomarin Pharmaceutical Inc,1217,125000,M,1,S,88.89,0
CA,CA Inc,2218,579000,M,2,S,31.22,100
CELG,Celgene Corp,2219,294000,M,2,S,117.49,0
CERN,Cerner Corp,3120,983000,M,3,B,53.96,0
CHKP,Check Point Software Technologies Ltd,1121,339000,M,1,B,98.06,0
CHTR,Charter Communications Inc,2222,702000,M,2,S,326.95,0
CMCSA,Comcast Corp,3223,370000,M,3,S,75.87,100
COST,Costco Wholesale Corp,3224,328000,M,3,S,165.62,0
CSCO,Cisco Systems Inc,2125,403000,M,2,B,37.59,0
CSX,CSX Corp,2126,628000,M,2,B,38.43,0
CTRP,Ctrip.Com International Ltd,3127,667000,M,3,B,42.88,0
CTSH,Cognizant Technology Solutions Corp,2228,634000,M,2,S,49.21,0
CTXS,Citrix Systems Inc,2229,175000,M,2,S,71.45,0
DISCA,Discovery Communications Inc,1230,820000,M,1,S,28.27,100
DISCK,Discovery Communications Inc,2231,487000,M,2,S,27.02,0
DISH,DISH Network Corp,2132,185000,M,2,B,61.29,50
DLTR,Dollar Tree Inc,3133,411000,M,3,B,76.5,0
EA,Electronic Arts,2234,276000,M,2,S,84.56,100
EBAY,eBay Inc,1235,291000,M,1,S,32.23,0
ESRX,Express Scripts Holding Co,1136,269000,M,1,B,71.11,0
EXPE,Expedia Inc,1137,539000,M,1,B,117.95,50
FAST,Fastenal Co,1238,569000,M,1,S,49.83,0
FB,Facebook,3239,698000,M,3,S,133.45,0
FISV,Fiserv Inc,2140,747000,M,2,B,105.33,50
FOX,21st Century Fox Class B,3141,477000,M,3,B,31.41,0
FOXA,21st Century Fox Class A,3242,779000,M,3,S,31.77,0
GILD,Gilead Sciences Inc,1243,712000,M,1,S,72.87,100
GOOG,Alphabet Class C,1144,368000,M,1,B,795.74,50
GOOGL,Alphabet Class A,1245,420000,M,1,S,815.34,0
HSIC,Henry Schein Inc,1246,761000,M,1,S,160.03,100
ILMN,Illumina Inc,3247,824000,M,3,S,162.01,0
INCY,Incyte Corp,1248,664000,M,1,S,124.4,50
INTC,Intel Corp,3249,459000,M,3,S,36.53,100
INTU,Intuit Inc,3150,226000,M,3,B,117.59,0
ISRG,Intuitive Surgical Inc,1251,144000,M,1,S,697.11,0
AAL,American Airlines Group Inc,1101,360000,M,1,B,44.08,50
AAPL,Apple Inc,3202,505000,M,3,S,121.21,0
ADBE,Adobe Systems Inc,1203,897000,M,1,S,110.16,100
ADI,Analog Devices Inc,1204,903000,M,1,S,76.54,0
ADP,Automatic Data Processing Inc,3105,682000,M,3,B,104.34,0
ADSK,Autodesk Inc,1106,323000,M,1,B,81.15,100
AKAM,Akamai Technologies Inc,3207,721000,M,3,S,69.05,0
ALXN,Alexion Pharmaceuticals Inc,2208,258000,M,2,S,132.33,100
AMAT,Applied Materials Inc,1109,723000,M,1,B,28.07,0
AMGN,Amgen Inc,2110,710000,M,2,B,160.61,0
AMZN,Amazon.com Inc,1211,450000,M,1,S,832.36,0
ATVI,Activision Blizzard Inc,1212,970000,M,1,S,40.78,50
AVGO,Broadcom Ltd,3113,477000,M,3,B,208.6,50
BBBY,Bed Bath & Beyond Inc,3114,157000,M,3,B,40.88,100
BIDU,Baidu Inc,1115,693000,M,1,B,173.83,0
BIIB,Biogen Inc,2116,110000,M,2,B,281.94,0
BMRN,Biomarin Pharmaceutical Inc,2117,151000,M,2,B,88.77,50
CA,CA Inc,2218,887000,M,2,S,38.31,0
CELG,Celgene Corp,1119,587000,M,1,B,117.29,0
CERN,Cerner Corp,1220,791000,M,1,S,54.06,0
CHKP,Check Point Software Technologies Ltd,3121,270000,M,3,B,98.07,0
CHTR,Charter Communications Inc,1222,995000,M,1,S,326.88,0
CMCSA,Comcast Corp,2123,710000,M,2,B,81.85,0
COST,Costco Wholesale Corp,3224,374000,M,3,S,162.21,0
CSCO,Cisco Systems Inc,3125,334000,M,3,B,30.59,0
CSX,CSX Corp,2226,971000,M,2,S,47.49,0
CTRP,Ctrip.Com International Ltd,2227,246000,M,2,S,42.97,0
CTSH,Cognizant Technology Solutions Corp,2228,813000,M,2,S,52.61,0
CTXS,Citrix Systems Inc,1129,904000,M,1,B,71.25,0
DISCA,Discovery Communications Inc,2230,463000,M,2,S,37.26,100
DISCK,Discovery Communications Inc,1131,607000,M,1,B,27.42,50
DISH,DISH Network Corp,3232,157000,M,3,S,66.34,50
DLTR,Dollar Tree Inc,2133,512000,M,2,B,76.45,50
EA,Electronic Arts,1234,410000,M,1,S,86.08,0
EBAY,eBay Inc,3135,970000,M,3,B,32.09,50
ESRX,Express Scripts Holding Co,3136,412000,M,3,B,69.12,100
EXPE,Expedia Inc,1237,155000,M,1,S,118.04,100
FAST,Fastenal Co,1138,528000,M,1,B,49.67,0
FB,Facebook,1239,467000,M,1,S,133.41,0
FISV,Fiserv Inc,1140,474000,M,1,B,102.3,0
FOX,21st Century Fox Class B,2241,173000,M,2,S,31.43,0
FOXA,21st Century Fox Class A,1242,732000,M,1,S,31.83,100
GILD,Gilead Sciences Inc,2143,810000,M,2,B,78.8,0
GOOG,Alphabet Class C,1144,324000,M,1,B,792.77,0
GOOGL,Alphabet Class A,2145,478000,M,2,B,815.15,0
HSIC,Henry Schein Inc,1246,115000,M,1,S,160.86,0
ILMN,Illumina Inc,2147,185000,M,2,B,161.82,50
INCY,Incyte Corp,2148,895000,M,2,B,129.31,0
INTC,Intel Corp,2249,124000,M,2,S,31.44,0
INTU,Intuit Inc,1250,990000,M,1,S,117.64,0
ISRG,Intuitive Surgical Inc,3151,718000,M,3,B,697.12,0
AAL,American Airlines Group Inc,2201,854000,M,2,S,40.73,0
AAPL,Apple Inc,1202,215000,M,1,S,129.14,50
ADBE,Adobe Systems Inc,1103,395000,M,1,B,106.48,0
ADI,Analog Devices Inc,1104,406000,M,1,B,76.29,100
ADP,Automatic Data Processing Inc,3105,999000,M,3,B,95.34,0
ADSK,Autodesk Inc,3106,815000,M,3,B,81.16,0
AKAM,Akamai Technologies Inc,2107,462000,M,2,B,68.88,0
ALXN,Alexion Pharmaceuticals Inc,2108,614000,M,2,B,141.18,0
AMAT,Applied Materials Inc,2109,493000,M,2,B,35.03,0
AMGN,Amgen Inc,3110,868000,M,3,B,159.57,0
AMZN,Amazon.com Inc,1211,101000,M,1,S,832.41,0
ATVI,Activision Blizzard Inc,1212,774000,M,1,S,36.16,0
AVGO,Broadcom Ltd,1213,377000,M,1,S,208.58,100
BBBY,Bed Bath & Beyond Inc,3114,833000,M,3,B,41.85,0
BIDU,Baidu Inc,3215,243000,M,3,S,173.8,0
BIIB,Biogen Inc,1216,350000,M,1,S,282.08,50
BMRN,Biomarin Pharmaceutical Inc,2217,763000,M,2,S,88.85,0
CA,CA Inc,2118,150000,M,2,B,31.1,0
CELG,Celgene Corp,3119,457000,M,3,B,117.3,100
CERN,Cerner Corp,3120,480000,M,3,B,53.9,0
CHKP,Check Point Software Technologies Ltd,3221,774000,M,3,S,98.22,0
CHTR,Charter Communications Inc,2122,439000,M,2,B,326.82,0
CMCSA,Comcast Corp,1123,250000,M,1,B,75.84,0
COST,Costco Wholesale Corp,1124,396000,M,1,B,162.01,50
CSCO,Cisco Systems Inc,2125,387000,M,2,B,30.6,0
CSX,CSX Corp,1226,179000,M,1,S,47.53,0
CTRP,Ctrip.Com International Ltd,2127,740000,M,2,B,42.97,0
CTSH,Cognizant Technology Solutions Corp,1128,582000,M,1,B,52.61,0
CTXS,Citrix Systems Inc,3229,605000,M,3,S,71.4,100
DISCA,Discovery Communications Inc,3230,977000,M,3,S,37.17,0
DISCK,Discovery Communications Inc,3231,219000,M,3,S,27.09,0
DISH,DISH Network Corp,1232,457000,M,1,S,66.43,100
DLTR,Dollar Tree Inc,3233,361000,M,3,S,72.13,0
EA,Electronic Arts,2134,899000,M,2,B,83.03,100
EBAY,eBay Inc,2135,460000,M,2,B,28.08,0
ESRX,Express Scripts Holding Co,2136,672000,M,2,B,71.09,0
EXPE,Expedia Inc,1237,374000,M,1,S,115.01,0
FAST,Fastenal Co,2138,958000,M,2,B,49.64,0
FB,Facebook,2239,399000,M,2,S,133.48,0
FISV,Fiserv Inc,1140,386000,M,1,B,105.3,0
FOX,21st Century Fox Class B,2141,517000,M,2,B,31.47,100
FOXA,21st Century Fox Class A,1142,850000,M,1,B,23.8,50
GILD,Gilead Sciences Inc,2243,924000,M,2,S,73.04,100
GOOG,Alphabet Class C,1144,477000,M,1,B,795.75,0
GOOGL,Alphabet Class A,2145,905000,M,2,B,815.15,0
HSIC,Henry Schein Inc,2146,846000,M,2,B,159.8,100
ILMN,Illumina Inc,3247,801000,M,3,S,162.78,0
INCY,Incyte Corp,2148,497000,M,2,B,124.35,0
INTC,Intel Corp,1149,321000,M,1,B,36.33,50
INTU,Intuit Inc,1150,242000,M,1,B,117.64,0
ISRG,Intuitive Surgical Inc,1151,684000,M,1,B,697.13,100
AAL,American Airlines Group Inc,2201,369000,M,2,S,44.07,100
AAPL,Apple Inc,2202,733000,M,2,S,125.19,100
ADBE,Adobe Systems Inc,1203,861000,M,1,S,113.64,100
ADI,Analog Devices Inc,3104,693000,M,3,B,73.27,50
ADP,Automatic Data Processing Inc,1105,658000,M,1,B,95.39,0
ADSK,Autodesk Inc,3206,633000,M,3,S,81.18,0
AKAM,Akamai Technologies Inc,1107,772000,M,1,B,68.89,100
ALXN,Alexion Pharmaceuticals Inc,1208,732000,M,1,S,132.32,50
AMAT,Applied Materials Inc,1109,899000,M,1,B,35.05,100
AMGN,Amgen Inc,1110,620000,M,1,B,159.53,0
AMZN,Amazon.com Inc,1111,107000,M,1,B,832.28,100
ATVI,Activision Blizzard Inc,1112,469000,M,1,B,40.62,0
AVGO,Broadcom Ltd,3213,764000,M,3,S,213.61,0
BBBY,Bed Bath & Beyond Inc,2214,241000,M,2,S,40.03,0
BIDU,Baidu Inc,1115,768000,M,1,B,173.74,100
BIIB,Biogen Inc,3116,213000,M,3,B,285.4,0
BMRN,Biomarin Pharmaceutical Inc,3217,419000,M,3,S,88.94,0
CA,CA Inc,2118,484000,M,2,B,31.07,0
CELG,Celgene Corp,2219,801000,M,2,S,121.49,100
CERN,Cerner Corp,2120,167000,M,2,B,53.85,100
CHKP,Check Point Software Technologies Ltd,2121,903000,M,2,B,98.09,100
CHTR,Charter Communications Inc,1122,246000,M,1,B,326.85,0
CMCSA,Comcast Corp,2123,294000,M,2,B,75.85,0
COST,Costco Wholesale Corp,1224,174000,M,1,S,165.62,0
CSCO,Cisco Systems Inc,3125,597000,M,3,B,30.63,0
CSX,CSX Corp,1226,675000,M,1,S,47.59,0
CTRP,Ctrip.Com International Ltd,3127,986000,M,3,B,43.02,0
CTSH,Cognizant Technology Solutions Corp,3228,654000,M,3,S,52.7,50
CTXS,Citrix Systems Inc,1129,926000,M,1,B,64.31,0
DISCA,Discovery Communications Inc,2230,363000,M,2,S,28.2,0
DISCK,Discovery Communications Inc,2131,661000,M,2,B,27.41,0
DISH,DISH Network Corp,3232,310000,M,3,S,71.41,0
DLTR,Dollar Tree Inc,1133,349000,M,1,B,76.46,0
EA,Electronic Arts,3134,467000,M,3,B,86.08,0
EBAY,eBay Inc,1135,607000,M,1,B,32.09,0
ESRX,Express Scripts Holding Co,2136,718000,M,2,B,69.09,0
EXPE,Expedia Inc,3137,751000,M,3,B,120.84,0
FAST,Fastenal Co,3238,708000,M,3,S,49.78,50
FB,Facebook,2139,182000,M,2,B,133.32,50
FISV,Fiserv Inc,2240,267000,M,2,S,105.35,0
FOX,21st Century Fox Class B,2241,227000,M,2,S,24.5,100
FOXA,21st Century Fox Class A,1142,955000,M,1,B,27.77,0
GILD,Gilead Sciences Inc,3243,378000,M,3,S,78.94,0
GOOG,Alphabet Class C,1144,165000,M,1,B,795.78,0
GOOGL,Alphabet Class A,3145,402000,M,3,B,815.15,0
HSIC,Henry Schein Inc,2246,493000,M,2,S,160.85,100
ILMN,Illumina Inc,3247,480000,M,3,S,161.83,0
INCY,Incyte Corp,1148,503000,M,1,B,124.37,0
INTC,Intel Corp,2149,604000,M,2,B,33.81,0
INTU,Intuit Inc,1250,946000,M,1,S,117.66,100
ISRG,Intuitive Surgical Inc,2151,782000,M,2,B,694.17,0
AAL,American Airlines Group Inc,2101,186000,M,2,B,37.09,0
AAPL,Apple Inc,2102,993000,M,2,B,121.05,0
ADBE,Adobe Systems Inc,2203,892000,M,2,S,106.49,0
ADI,Analog Devices Inc,2204,299000,M,2,S,74.78,0
ADP,Automatic Data Processing Inc,2105,318000,M,2,B,95.35,0
ADSK,Autodesk Inc,3206,781000,M,3,S,81.25,0
AKAM,Akamai Technologies Inc,2207,976000,M,2,S,74.99,0
ALXN,Alexion Pharmaceuticals Inc,3108,218000,M,3,B,136.68,100
AMAT,Applied Materials Inc,2109,431000,M,2,B,28.01,50
AMGN,Amgen Inc,1210,458000,M,1,S,159.59,50
AMZN,Amazon.com Inc,2111,504000,M,2,B,826.32,0
ATVI,Activision Blizzard Inc,1212,283000,M,1,S,40.6,0
AVGO,Broadcom Ltd,3113,614000,M,3,B,203.56,0
BBBY,Bed Bath & Beyond Inc,3214,545000,M,3,S,40.05,0
BIDU,Baidu Inc,2115,213000,M,2,B,171.76,0
BIIB,Biogen Inc,1216,334000,M,1,S,282.07,0
BMRN,Biomarin Pharmaceutical Inc,3217,323000,M,3,S,88.91,50
CA,CA Inc,1218,264000,M,1,S,31.2,0
CELG,Celgene Corp,2119,373000,M,2,B,121.29,0
CERN,Cerner Corp,3120,857000,M,3,B,61.81,0
CHKP,Check Point Software Technologies Ltd,2221,642000,M,2,S,101.19,0
CHTR,Charter Communications Inc,1222,293000,M,1,S,326.93,0
CMCSA,Comcast Corp,3123,378000,M,3,B,75.8,100
COST,Costco Wholesale Corp,3224,566000,M,3,S,162,50
CSCO,Cisco Systems Inc,1125,999000,M,1,B,30.62,100
CSX,CSX Corp,1226,191000,M,1,S,47.53,0
CTRP,Ctrip.Com International Ltd,2227,215000,M,2,S,43.21,0
CTSH,Cognizant Technology Solutions Corp,3228,863000,M,3,S,49.28,50
CTXS,Citrix Systems Inc,1229,627000,M,1,S,71.43,50
DISCA,Discovery Communications Inc,3130,907000,M,3,B,28.13,100
DISCK,Discovery Communications Inc,2231,253000,M,2,S,27.56,0
DISH,DISH Network Corp,3232,401000,M,3,S,61.42,0
DLTR,Dollar Tree Inc,1133,519000,M,1,B,76.51,0
EA,Electronic Arts,2134,156000,M,2,B,83.09,0
EBAY,eBay Inc,3135,254000,M,3,B,32.11,0
ESRX,Express Scripts Holding Co,3236,678000,M,3,S,69.33,100
EXPE,Expedia Inc,2237,717000,M,2,S,120.88,100
FAST,Fastenal Co,1238,234000,M,1,S,52.72,100
FB,Facebook,2239,193000,M,2,S,133.49,0
FISV,Fiserv Inc,2240,565000,M,2,S,105.42,100
FOX,21st Century Fox Class B,2141,262000,M,2,B,24.48,0
FOXA,21st Century Fox Class A,3142,837000,M,3,B,31.82,0
GILD,Gilead Sciences Inc,2243,835000,M,2,S,72.99,100
GOOG,Alphabet Class C,3144,157000,M,3,B,795.82,50
GOOGL,Alphabet Class A,1145,561000,M,1,B,815.18,50
HSIC,Henry Schein Inc,1146,592000,M,1,B,160.86,0
ILMN,Illumina Inc,1147,144000,M,1,B,161.81,0
INCY,Incyte Corp,2148,613000,M,2,B,124.4,0
INTC,Intel Corp,1249,764000,M,1,S,36.31,0
INTU,Intuit Inc,1250,207000,M,1,S,124.79,0
ISRG,Intuitive Surgical Inc,1251,945000,M,1,S,697.28,0
AAL,American Airlines Group Inc,1101,455000,M,1,B,44.1,0
AAPL,Apple Inc,3102,496000,M,3,B,129.04,0
ADBE,Adobe Systems Inc,3203,298000,M,3,S,113.54,0
ADI,Analog Devices Inc,2204,284000,M,2,S,76.31,0
ADP,Automatic Data Processing Inc,3105,961000,M,3,B,95.35,0
ADSK,Autodesk Inc,1106,261000,M,1,B,81.1,0
AKAM,Akamai Technologies Inc,2107,572000,M,2,B,68.81,0
ALXN,Alexion Pharmaceuticals Inc,2208,129000,M,2,S,141.22,0
AMAT,Applied Materials Inc,2109,581000,M,2,B,31.55,50
AMGN,Amgen Inc,3210,702000,M,3,S,160.2,0
AMZN,Amazon.com Inc,3111,859000,M,3,B,832.34,0
ATVI,Activision Blizzard Inc,3212,607000,M,3,S,40.75,50
AVGO,Broadcom Ltd,2213,675000,M,2,S,203.6,100
BBBY,Bed Bath & Beyond Inc,3214,654000,M,3,S,40.1,0
BIDU,Baidu Inc,2115,673000,M,2,B,173.79,0
BIIB,Biogen Inc,2216,195000,M,2,S,281.91,0
BMRN,Biomarin Pharmaceutical Inc,2217,793000,M,2,S,88.8,0
CA,CA Inc,2218,168000,M,2,S,31.11,0
CELG,Celgene Corp,1219,574000,M,1,S,117.35,0
CERN,Cerner Corp,3120,766000,M,3,B,53.82,0
CHKP,Check Point Software Technologies Ltd,3121,168000,M,3,B,98.06,0
CHTR,Charter Communications Inc,1222,908000,M,1,S,327.06,0
CMCSA,Comcast Corp,1223,468000,M,1,S,82,0
COST,Costco Wholesale Corp,1224,244000,M,1,S,165.46,0
CSCO,Cisco Systems Inc,3225,536000,M,3,S,37.8,0
CSX,CSX Corp,1126,469000,M,1,B,47.44,0
CTRP,Ctrip.Com International Ltd,3127,765000,M,3,B,43.09,50
CTSH,Cognizant Technology Solutions Corp,1128,847000,M,1,B,49.12,100
CTXS,Citrix Systems Inc,1229,155000,M,1,S,67.77,0
DISCA,Discovery Communications Inc,3130,323000,M,3,B,37.17,0
DISCK,Discovery Communications Inc,1131,149000,M,1,B,27.42,0
DISH,DISH Network Corp,3232,579000,M,3,S,61.37,0
DLTR,Dollar Tree Inc,2233,417000,M,2,S,76.57,0
EA,Electronic Arts,2134,737000,M,2,B,83.07,0
EBAY,eBay Inc,2135,866000,M,2,B,32.16,0
ESRX,Express Scripts Holding Co,1236,113000,M,1,S,71.17,0
EXPE,Expedia Inc,2137,279000,M,2,B,114.88,0
FAST,Fastenal Co,1238,235000,M,1,S,55.82,0
FB,Facebook,1239,341000,M,1,S,133.39,0
FISV,Fiserv Inc,1240,318000,M,1,S,99.44,0
FOX,21st Century Fox Class B,1141,490000,M,1,B,31.47,100
FOXA,21st Century Fox Class A,2142,887000,M,2,B,31.84,100
GILD,Gilead Sciences Inc,2243,964000,M,2,S,78.9,0
GOOG,Alphabet Class C,3144,899000,M,3,B,792.8,0
GOOGL,Alphabet Class A,2145,830000,M,2,B,815.68,100
HSIC,Henry Schein Inc,1146,816000,M,1,B,159.88,0
ILMN,Illumina Inc,2147,792000,M,2,B,161.76,0
INCY,Incyte Corp,2248,732000,M,2,S,124.57,100
INTC,Intel Corp,3149,101000,M,3,B,36.25,0
INTU,Intuit Inc,1150,984000,M,1,B,117.64,0
ISRG,Intuitive Surgical Inc,3151,811000,M,3,B,697.22,50
AAL,American Airlines Group Inc,1201,338000,M,1,S,44.27,0
AAPL,Apple Inc,1102,984000,M,1,B,129.04,0
ADBE,Adobe Systems Inc,1103,964000,M,1,B,113.39,50
ADI,Analog Devices Inc,2204,512000,M,2,S,76.36,100
ADP,Automatic Data Processing Inc,2105,143000,M,2,B,95.34,100
ADSK,Autodesk Inc,1206,474000,M,1,S,81.32,100
AKAM,Akamai Technologies Inc,2207,186000,M,2,S,68.84,0
ALXN,Alexion Pharmaceuticals Inc,1208,895000,M,1,S,132.27,0
AMAT,Applied Materials Inc,1209,408000,M,1,S,31.54,50
AMGN,Amgen Inc,2210,137000,M,2,S,159.7,50
AMZN,Amazon.com Inc,3211,604000,M,3,S,832.48,0
ATVI,Activision Blizzard Inc,3212,153000,M,3,S,36.09,0
AVGO,Broadcom Ltd,2113,211000,M,2,B,213.62,0
BBBY,Bed Bath & Beyond Inc,3214,311000,M,3,S,39.93,0
BIDU,Baidu Inc,3115,100000,M,3,B,173.75,0
BIIB,Biogen Inc,3216,125000,M,3,S,281.91,0
BMRN,Biomarin Pharmaceutical Inc,1217,975000,M,1,S,88.87,100
CA,CA Inc,1218,883000,M,1,S,31.1,0
CELG,Celgene Corp,3219,422000,M,3,S,117.22,0
CERN,Cerner Corp,1120,233000,M,1,B,53.83,0
CHKP,Check Point Software Technologies Ltd,1121,175000,M,1,B,98.04,0
CHTR,Charter Communications Inc,3222,473000,M,3,S,327.08,0
CMCSA,Comcast Corp,1123,253000,M,1,B,75.75,0
COST,Costco Wholesale Corp,3224,579000,M,3,S,161.97,50
CSCO,Cisco Systems Inc,3125,648000,M,3,B,30.67,100
CSX,CSX Corp,2126,451000,M,2,B,47.48,0
CTRP,Ctrip.Com International Ltd,1127,204000,M,1,B,48.05,0
CTSH,Cognizant Technology Solutions Corp,1128,382000,M,1,B,45.62,0
CTXS,Citrix Systems Inc,3129,994000,M,3,B,71.27,0
DISCA,Discovery Communications Inc,1130,578000,M,1,B,28.16,0
DISCK,Discovery Communications Inc,2231,452000,M,2,S,27.57,50
DISH,DISH Network Corp,2132,104000,M,2,B,61.32,0
DLTR,Dollar Tree Inc,2133,139000,M,2,B,76.49,50
EA,Electronic Arts,1234,413000,M,1,S,83.15,0
EBAY,eBay Inc,2135,387000,M,2,B,32.21,0
ESRX,Express Scripts Holding Co,2136,307000,M,2,B,69.09,100
EXPE,Expedia Inc,2137,387000,M,2,B,120.86,50
